time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-22T12:01:40.534Z,3.4848,95.6365,34.959,4.6,mb,39,146,2.17,0.57,us,us6000jqsz,2023-03-11T09:49:31.040Z,"off the west coast of northern Sumatra",earthquake,8.55,6.057,0.114,23,reviewed,us,us
2023-02-22T10:25:52.085Z,41.8282,82.1668,10,4.8,mb,80,103,2.484,0.56,us,us6000jqsi,2023-03-11T08:29:07.040Z,"southern Xinjiang, China",earthquake,8.33,1.887,0.07,62,reviewed,us,us
2023-02-22T10:15:39.012Z,-55.6677,-144.45,10,4.7,mb,15,182,27.825,0.66,us,us7000jgtw,2023-03-11T08:26:17.040Z,"Pacific-Antarctic Ridge",earthquake,6.38,1.956,0.153,13,reviewed,us,us
2023-02-22T09:34:03.470Z,-7.0256,129.5058,114.224,5.6,mww,155,47,2.518,0.55,us,us6000jqrr,2023-03-11T08:16:42.567Z,"Kepulauan Babar, Indonesia",earthquake,7.63,5.268,0.075,17,reviewed,us,us
2023-02-22T09:31:56.373Z,9.2648,93.945,11.02,4.5,mb,37,136,5.629,0.68,us,us7000jgtv,2023-03-11T08:04:56.040Z,"296 km SSE of Port Blair, India",earthquake,10.59,5.132,0.122,20,reviewed,us,us
2023-02-22T08:04:14.054Z,-20.4986,-177.612,520.122,4.8,mb,52,122,3.87,0.9,us,us6000jqr1,2023-02-22T08:18:56.040Z,"259 km WNW of Haveluloto, Tonga",earthquake,4.93,9.077,0.09,39,reviewed,us,us
2023-02-22T08:00:23.770Z,29.6819,81.6462,27.258,4.8,mb,57,62,3.7,0.79,us,us6000jqqz,2023-02-23T23:50:43.280Z,"Nepal",earthquake,10.01,6.065,0.07,64,reviewed,us,us
2023-02-22T03:59:27.417Z,-23.6588,179.996,519.404,4.8,mb,60,68,5.085,0.89,us,us6000jqpv,2023-02-24T00:39:10.040Z,"south of the Fiji Islands",earthquake,11.06,6.317,0.048,131,reviewed,us,us
2023-02-22T01:11:07.329Z,27.7693,55.2722,10,5,mww,230,29,2.934,0.63,us,us6000jqp6,2023-02-22T23:05:10.040Z,"112 km E of Gerāsh, Iran",earthquake,7.14,1.782,0.098,10,reviewed,us,us
2023-02-22T00:55:27.890Z,27.1078,143.413,10,4.9,mb,67,128,6.75,0.8,us,us6000jqp4,2023-02-22T01:12:09.040Z,"Bonin Islands, Japan region",earthquake,11.46,1.886,0.064,76,reviewed,us,us
2023-02-21T21:11:18.755Z,-41.5765,173.5591,59.647,4.5,mb,32,62,0.384,0.92,us,us6000jqms,2023-03-14T05:53:08.549Z,"33 km WSW of Blenheim, New Zealand",earthquake,3.01,3.773,0.163,11,reviewed,us,us
2023-02-21T19:22:12.513Z,1.8181,93.9284,10,5,mb,125,32,3.681,0.89,us,us6000jqm1,2023-02-24T19:21:41.040Z,"off the west coast of northern Sumatra",earthquake,6.75,1.761,0.058,105,reviewed,us,us
2023-02-21T18:51:00.658Z,2.1626,-100.9803,10,4.7,mb,183,73,15.487,0.57,us,us6000jqls,2023-03-11T23:13:03.040Z,"Galapagos Triple Junction region",earthquake,14.31,1.863,0.042,184,reviewed,us,us
2023-02-21T18:05:34.251Z,27.1222,143.5156,15.728,5.1,mb,173,53,1.187,0.62,us,us6000jqli,2023-03-11T22:59:52.040Z,"Bonin Islands, Japan region",earthquake,7.94,3.601,0.034,277,reviewed,us,us
2023-02-21T17:05:11.551Z,31.7809,93.5414,16.796,4.5,mb,91,74,6.975,0.59,us,us6000jql1,2023-03-11T22:49:45.040Z,"Eastern Xizang",earthquake,8.34,4.262,0.065,74,reviewed,us,us
2023-02-21T17:00:19.694Z,25.0636,123.3732,147.522,4.5,mb,116,82,0.679,0.85,us,us6000jqky,2023-03-11T22:45:22.040Z,"76 km NNE of Yonakuni, Japan",earthquake,7.3,5.275,0.051,122,reviewed,us,us
2023-02-21T16:19:17.573Z,-55.5271,-27.1787,10,4.6,mb,22,71,5.514,0.72,us,us7000jgl9,2023-03-01T16:30:20.040Z,"South Sandwich Islands region",earthquake,8.46,1.903,0.137,16,reviewed,us,us
2023-02-21T16:15:53.923Z,-6.2551,130.0966,21.58,4.9,mww,86,38,1.732,0.74,us,us6000jqku,2023-03-01T16:22:52.040Z,"Banda Sea",earthquake,6.37,4.885,0.086,13,reviewed,us,us
2023-02-21T11:01:41.148Z,23.5196,121.6889,42.997,4.5,mb,46,98,0.381,0.65,us,us6000jqis,2023-02-21T16:32:53.040Z,"51 km S of Hualien City, Taiwan",earthquake,3.95,5.706,0.097,31,reviewed,us,us
2023-02-21T08:41:04.323Z,64.7154,-17.5759,10,5.1,mb,77,74,1.61,0.81,us,us6000jqie,2023-02-21T08:58:57.040Z,"Iceland",earthquake,6.52,1.767,0.037,237,reviewed,us,us
2023-02-21T06:05:34.776Z,27.7828,55.3567,10,5.1,mww,107,25,2.926,0.47,us,us6000jqhr,2023-03-05T06:50:08.841Z,"southern Iran",earthquake,7.56,1.838,0.098,10,reviewed,us,us
2023-02-21T05:35:25.546Z,56.8378,-153.048,11.7,5.4,mww,,,,0.67,ak,ak0232e34rrl,2023-03-12T05:45:33.068Z,"43 km SSE of Old Harbor, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-02-21T05:35:25.546Z,56.8378,-153.048,11.7,5.4,mww,,,,0.67,ak,ak0232e34rqi,2023-03-12T05:45:33.842Z,"43 km SSE of Old Harbor, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-02-21T03:51:28.895Z,2.6198,-84.4463,10,4.9,mb,188,74,5.47,0.5,us,us6000jqhc,2023-03-14T04:13:12.040Z,"off the coast of Central America",earthquake,8.71,1.804,0.048,138,reviewed,us,us
2023-02-21T03:50:57.186Z,0.4047,96.6397,35,4.5,mb,48,125,1.294,0.78,us,us6000jqhe,2023-03-14T03:47:25.040Z,"Nias region, Indonesia",earthquake,6.33,1.562,0.104,27,reviewed,us,us
2023-02-21T02:54:00.809Z,-59.408,-23.9394,10,4.9,mb,66,64,8.576,0.88,us,us6000jqha,2023-03-14T03:05:24.040Z,"South Sandwich Islands region",earthquake,11.93,1.799,0.088,41,reviewed,us,us
2023-02-21T01:16:41.301Z,-40.4042,78.2564,10,4.6,mb,17,76,28.538,0.87,us,us7000jgkc,2023-03-14T00:02:31.040Z,"Mid-Indian Ridge",earthquake,8.75,1.865,0.145,14,reviewed,us,us
2023-02-21T01:14:27.898Z,27.1268,143.4432,10,4.5,mb,32,114,1.122,0.37,us,us7000jgkd,2023-03-13T23:40:32.040Z,"Bonin Islands, Japan region",earthquake,4.88,1.855,0.104,27,reviewed,us,us
2023-02-20T20:13:51.103Z,-4.2808,102.191,55.445,4.8,mb,106,56,0.767,0.72,us,us6000jqe3,2023-03-01T22:38:25.040Z,"53 km S of Bengkulu, Indonesia",earthquake,7.62,4.391,0.058,92,reviewed,us,us
2023-02-20T19:19:22.967Z,4.5929,-82.8467,10,4.9,mb,78,136,3.822,1.07,us,us6000jqds,2023-03-01T22:03:27.040Z,"south of Panama",earthquake,7.08,1.783,0.038,221,reviewed,us,us
2023-02-20T18:20:04.417Z,7.6381,-36.1768,10,4.5,mb,27,119,26.238,1.17,us,us7000jg9z,2023-03-01T19:16:40.040Z,"central Mid-Atlantic Ridge",earthquake,13.77,1.903,0.136,16,reviewed,us,us
2023-02-20T17:53:34.224Z,-9.7844,160.2387,17.435,5.1,mb,57,60,0.448,0.56,us,us6000jqdb,2023-03-01T18:59:28.119Z,"50 km SE of Honiara, Solomon Islands",earthquake,6.82,3.919,0.048,142,reviewed,us,us
2023-02-20T17:47:46.312Z,17.6404,145.5285,336.31,4.5,mb,108,100,4.078,0.7,us,us6000jqdg,2023-03-01T18:53:05.040Z,"269 km N of Saipan, Northern Mariana Islands",earthquake,10.95,7.54,0.045,144,reviewed,us,us
2023-02-20T17:31:25.121Z,-6.9412,154.5408,10.7,4.6,mb,27,64,3.614,0.38,us,us7000jg9y,2023-03-01T18:27:43.040Z,"125 km WSW of Panguna, Papua New Guinea",earthquake,11.91,4.568,0.137,16,reviewed,us,us
2023-02-20T17:13:19.055Z,36.2633,36.0803,10,4.6,mb,43,98,1.283,1.05,us,us7000jga3,2023-03-01T17:42:32.040Z,"Turkey-Syria border region",earthquake,5.71,1.896,0.173,10,reviewed,us,us
2023-02-20T17:09:54.672Z,36.052,22.0433,37.705,4.6,mb,23,204,1.129,0.89,us,us7000jgai,2023-03-01T15:02:29.040Z,"82 km S of Koróni, Greece",earthquake,10.28,9.526,0.182,9,reviewed,us,us
2023-02-20T17:07:35.895Z,36.1552,35.94,10,5.5,mb,36,88,1.439,0.73,us,us6000jqjc,2023-03-01T13:58:57.325Z,"8 km W of Uzunbağ, Turkey",earthquake,6.46,1.89,0.128,21,reviewed,us,us
2023-02-20T17:04:29.747Z,36.1588,36.0238,16,6.3,mww,136,26,1.39,1,us,us6000jqcn,2023-02-28T22:24:45.566Z,"2 km NNW of Uzunbağ, Turkey",earthquake,3.49,1.721,0.031,97,reviewed,us,us
2023-02-20T09:47:26.864Z,3.3125,123.9156,410.778,4.6,mb,116,75,4.084,0.72,us,us6000jq9p,2023-02-20T12:16:01.040Z,"Celebes Sea",earthquake,7.52,7.058,0.048,132,reviewed,us,us
2023-02-20T08:46:19.718Z,-24.3502,179.9311,509.049,4.5,mb,80,53,5.237,0.64,us,us6000jq9g,2023-02-20T18:09:45.040Z,"south of the Fiji Islands",earthquake,11.33,6.107,0.047,131,reviewed,us,us
2023-02-20T04:05:04.978Z,-22.4339,-174.446,10,5.2,mb,116,65,1.442,0.68,us,us6000jq88,2023-03-14T03:34:33.040Z,"Tonga region",earthquake,9.92,1.774,0.059,95,reviewed,us,us
2023-02-20T03:09:47.688Z,15.2072,122.7942,10,5,mb,130,111,8.264,0.71,us,us6000jq7y,2023-03-14T03:03:23.082Z,"70 km NE of Casuguran, Philippines",earthquake,10.06,1.872,0.054,109,reviewed,us,us
2023-02-20T01:48:59.838Z,38.0151,36.7984,4.306,4.6,mb,103,35,0.493,0.84,us,us6000jq7l,2023-03-14T01:35:56.040Z,"26 km E of Göksun, Turkey",earthquake,5.54,4.493,0.062,78,reviewed,us,us
2023-02-20T01:33:30.451Z,1.9113,96.6141,27.722,5,mb,114,90,1.135,0.48,us,us6000jq7k,2023-03-14T01:15:10.040Z,"68 km SSE of Sinabang, Indonesia",earthquake,5.6,4.664,0.056,100,reviewed,us,us
2023-02-20T01:11:17.181Z,38.7187,14.1418,10,4.5,mb,84,52,1.259,0.52,us,us6000jq7g,2023-03-14T00:35:58.515Z,"62 km WNW of Leni, Italy",earthquake,5.25,1.832,0.069,61,reviewed,us,us
2023-02-20T00:51:11.834Z,-10.6969,161.6907,55.731,4.5,mb,17,81,2.124,0.34,us,us7000jg9k,2023-03-13T01:45:59.040Z,"36 km SW of Kirakira, Solomon Islands",earthquake,12.59,7.53,0.171,10,reviewed,us,us
2023-02-20T00:39:03.146Z,38.6937,39.9887,10,4.5,mwr,66,57,1.35,0.58,us,us6000jq74,2023-03-13T00:51:02.040Z,"eastern Turkey",earthquake,2.94,1.375,0.071,19,reviewed,us,us
2023-02-20T00:37:30.222Z,38.6255,39.9281,10,4.7,mwr,94,41,1.328,0.88,us,us6000jq73,2023-03-13T00:40:26.040Z,"7 km S of Palu, Turkey",earthquake,3.91,1.826,0.048,42,reviewed,us,us
2023-02-20T00:01:19.025Z,2.7027,126.9539,35,4.8,mb,84,109,1.962,0.74,us,us6000jq6y,2023-03-13T00:11:54.040Z,"159 km NW of Tobelo, Indonesia",earthquake,7.63,1.863,0.074,56,reviewed,us,us
2023-02-19T23:23:35.922Z,-34.2884,-125.9972,10,5.3,mb,35,92,16,0.61,us,us6000jq6v,2023-03-12T23:17:36.226Z,"South Pacific Ocean",earthquake,8.69,1.888,0.101,33,reviewed,us,us
2023-02-19T23:21:17.993Z,-17.5853,-174.4464,120.092,4.5,mb,44,51,1.14,0.6,us,us6000jq6p,2023-03-12T23:15:29.040Z,"Tonga",earthquake,9,5.839,0.106,26,reviewed,us,us
2023-02-19T23:12:21.701Z,2.7324,126.9845,35,4.8,mww,75,43,1.985,0.87,us,us6000jq6k,2023-03-12T22:47:42.040Z,"Molucca Sea",earthquake,3.63,1.817,0.098,10,reviewed,us,us
2023-02-19T22:56:52.737Z,10.0881,-84.2876,17.527,4.6,mb,28,120,0.193,0.66,us,us6000jq6i,2023-03-12T22:29:10.656Z,"3 km ESE of San Juan, Costa Rica",earthquake,3.79,4.071,0.164,11,reviewed,us,us
2023-02-19T22:09:12.599Z,2.846,128.5433,227.098,4.6,mb,65,81,2.372,0.7,us,us6000jq6e,2023-03-10T06:20:59.040Z,"137 km NNE of Tobelo, Indonesia",earthquake,9.09,6.664,0.054,101,reviewed,us,us
2023-02-19T20:16:29.356Z,-12.7438,66.3517,10,4.9,mb,113,60,8.009,0.63,us,us6000jq5z,2023-02-27T18:40:55.040Z,"Mid-Indian Ridge",earthquake,9.38,1.777,0.062,83,reviewed,us,us
2023-02-19T18:59:47.568Z,-7.0135,155.0689,83.138,4.5,mb,39,89,4.027,0.97,us,us6000jryl,2023-02-27T18:28:32.040Z,"Solomon Islands",earthquake,9.95,6.968,0.108,25,reviewed,us,us
2023-02-19T18:55:42.999Z,42.7956,143.121,132.287,5,mb,162,86,0.781,0.73,us,us6000jq5d,2023-02-27T18:11:35.040Z,"15 km SSW of Obihiro, Japan",earthquake,8.43,4.262,0.023,607,reviewed,us,us
2023-02-19T18:54:05.558Z,9.0009,126.1626,68.539,4.5,mb,29,116,2.004,0.6,us,us6000jrym,2023-02-27T18:02:50.040Z,"0 km WSW of Gamut, Philippines",earthquake,8.08,8.021,0.124,19,reviewed,us,us
2023-02-19T17:40:44.033Z,-21.7265,-179.3637,584.814,4.5,mb,25,115,3.915,0.57,us,us6000jryj,2023-02-27T17:42:08.040Z,"Fiji region",earthquake,14.46,15.725,0.132,17,reviewed,us,us
2023-02-19T16:07:11.410Z,-12.8199,66.3708,10,5.3,mww,25,98,7.474,0.79,us,us6000jq4r,2023-02-24T10:33:32.040Z,"Mid-Indian Ridge",earthquake,11.54,1.922,0.098,10,reviewed,us,us
2023-02-19T15:39:57.136Z,8.0425,-37.3249,10,4.7,mb,16,162,18.83,0.47,us,us6000jrye,2023-03-05T14:44:36.040Z,"central Mid-Atlantic Ridge",earthquake,11.64,1.771,0.147,14,reviewed,us,us
2023-02-19T15:17:04.737Z,2.4267,126.096,76.725,5,mb,31,108,2.077,0.54,us,us6000jq4h,2023-02-19T15:33:59.040Z,"162 km NE of Laikit, Laikit II (Dimembe), Indonesia",earthquake,10.2,10.248,0.063,79,reviewed,us,us
2023-02-19T14:21:37.207Z,-10.3243,161.0267,62.347,4.5,mb,23,104,1.38,0.57,us,us6000jq49,2023-02-19T17:13:07.040Z,"98 km W of Kirakira, Solomon Islands",earthquake,12.4,6.951,0.108,25,reviewed,us,us
2023-02-19T14:10:57.446Z,-13.6013,172.1246,10,4.9,mb,34,79,7.04,0.83,us,us6000jq41,2023-02-19T14:28:38.040Z,"Vanuatu region",earthquake,9.6,1.307,0.062,85,reviewed,us,us
2023-02-19T13:08:13.712Z,-58.4136,-23.1988,10,5,mb,37,86,8.457,0.57,us,us6000jq3n,2023-02-19T13:25:04.040Z,"South Sandwich Islands region",earthquake,6.43,1.864,0.085,44,reviewed,us,us
2023-02-19T12:21:05.686Z,-12.7518,66.364,10,4.7,mb,69,59,7.534,0.39,us,us6000jq40,2023-03-05T06:02:28.040Z,"Mid-Indian Ridge",earthquake,9.43,1.847,0.073,57,reviewed,us,us
2023-02-19T12:04:33.897Z,38.2354,38.1917,5.306,4.6,mwr,90,48,0.864,0.46,us,us6000jq3c,2023-03-05T05:48:57.040Z,"8 km SW of Yeşilyurt, Turkey",earthquake,3.61,2.216,0.044,49,reviewed,us,us
2023-02-19T10:05:30.248Z,-15.4415,-71.4991,146.252,4.5,mb,57,112,2.883,0.62,us,us6000jq2z,2023-03-04T13:53:47.040Z,"6 km NW of Sibayo, Peru",earthquake,8.86,7.571,0.059,84,reviewed,us,us
2023-02-19T07:54:32.421Z,12.4349,-87.5405,69.968,4.8,mb,86,140,0.825,0.61,us,us6000jq2k,2023-02-19T14:45:13.943Z,"near the coast of Nicaragua",earthquake,5.96,7.54,0.028,399,reviewed,us,us
2023-02-19T07:11:39.433Z,47.3393,152.1759,130.756,4.6,mb,123,115,6.434,0.83,us,us6000jq2b,2023-02-19T08:06:23.040Z,"Kuril Islands",earthquake,10.35,7.064,0.04,211,reviewed,us,us
2023-02-19T04:47:17.731Z,9.0937,126.2015,66.534,4.9,mb,86,103,2.103,0.61,us,us6000jq1l,2023-02-19T05:03:49.040Z,"Mindanao, Philippines",earthquake,8.1,6.395,0.053,113,reviewed,us,us
2023-02-19T04:03:37.576Z,-1.326,28.1318,14.108,4.6,mb,25,96,2.703,1.07,us,us6000jq1e,2023-02-19T04:32:15.040Z,"105 km WNW of Sake, Democratic Republic of the Congo",earthquake,8.86,2.898,0.122,20,reviewed,us,us
2023-02-19T02:40:40.497Z,-19.9665,-71.1666,7.154,5.3,mww,64,148,1.019,1.07,us,us6000jq13,2023-02-19T19:45:09.321Z,"109 km WNW of Iquique, Chile",earthquake,5.13,4.54,0.055,32,reviewed,us,us
2023-02-18T23:03:05.046Z,-17.5212,-178.6995,546.913,5.4,mww,115,35,3.105,0.54,us,us6000jq07,2023-03-04T05:59:49.484Z,"218 km ENE of Levuka, Fiji",earthquake,10.33,5.451,0.093,11,reviewed,us,us
2023-02-18T22:13:51.322Z,-19.9435,-70.955,35,4.9,mwr,74,139,0.84,0.69,us,us6000jpzu,2023-03-04T04:46:29.344Z,"89 km WNW of Iquique, Chile",earthquake,4,1.884,,,reviewed,us,guc
2023-02-18T21:49:45.167Z,-55.5001,-27.9865,32.121,4.6,mb,13,128,5.057,0.67,us,us6000jrd5,2023-03-07T02:07:50.040Z,"South Sandwich Islands region",earthquake,13.16,8.223,0.182,9,reviewed,us,us
2023-02-18T21:27:58.990Z,-55.4191,-27.8013,13.137,5.7,mww,111,38,5.147,0.5,us,us6000jpzj,2023-03-04T05:44:20.872Z,"South Sandwich Islands region",earthquake,10.92,3.355,0.071,19,reviewed,us,us
2023-02-18T21:18:34.635Z,0.5305,119.579,10,4.6,mb,76,51,1.334,0.71,us,us6000jpzm,2023-03-06T05:44:05.040Z,"162 km NNW of Palu, Indonesia",earthquake,7.18,1.842,0.07,62,reviewed,us,us
2023-02-18T20:14:33.734Z,37.3525,20.8768,28.412,4.6,mb,36,129,0.854,1.04,us,us6000jpyy,2023-03-10T04:19:19.040Z,"40 km S of Lithakiá, Greece",earthquake,6.26,5.765,0.087,39,reviewed,us,us
2023-02-18T19:55:20.601Z,-55.6068,-28.166,35,4.7,mb,17,79,4.978,1.06,us,us6000jpyx,2023-03-10T04:03:34.040Z,"South Sandwich Islands region",earthquake,7.77,1.926,0.152,13,reviewed,us,us
2023-02-18T19:31:31.620Z,38.0748,36.6149,11.009,4.9,mwr,122,33,0.366,0.61,us,us6000jpyq,2023-03-10T04:01:17.353Z,"11 km ENE of Göksun, Turkey",earthquake,1.64,3.386,0.054,33,reviewed,us,us
2023-02-18T19:31:14.123Z,-14.9824,-71.0753,162.951,4.5,mb,44,95,3.011,0.7,us,us6000jpyr,2023-03-10T03:43:32.358Z,"9 km NE of Ocoruro, Peru",earthquake,11.34,5.772,0.052,112,reviewed,us,us
2023-02-18T18:34:02.938Z,-23.3373,-176.9111,151.013,4.6,mb,71,121,2.675,0.95,us,us6000jrd2,2023-03-11T20:35:08.040Z,"297 km SW of Vaini, Tonga",earthquake,8.75,4.851,0.077,56,reviewed,us,us
2023-02-18T17:32:57.375Z,35.8281,25.509,10,4.7,mwr,109,41,2.152,0.56,us,us6000jpy6,2023-03-11T20:17:35.040Z,"57 km N of Limín Khersonísou, Greece",earthquake,6.98,1.846,0.078,16,reviewed,us,us
2023-02-18T15:49:09.064Z,23.6764,120.7249,20.447,4.5,mb,34,71,0.237,1.06,us,us6000jpxl,2023-02-20T15:04:10.203Z,"8 km SSW of Lugu, Taiwan",earthquake,3.68,4.239,0.127,18,reviewed,us,us
2023-02-18T14:07:43.327Z,7.4362,-36.0992,10,4.7,mb,38,73,19.83,0.71,us,us6000jpxe,2023-03-13T14:40:26.040Z,"central Mid-Atlantic Ridge",earthquake,10.5,1.861,0.079,48,reviewed,us,us
2023-02-18T09:02:54.461Z,-13.2462,167.1439,203.109,5.3,mww,117,28,2.189,0.47,us,us6000jpw7,2023-03-11T10:17:07.040Z,"Vanuatu",earthquake,7.65,2.6,0.056,31,reviewed,us,us
2023-02-18T08:24:12.334Z,10.2265,-84.1726,10,5.2,mb,88,107,0.231,0.51,us,us6000jpvz,2023-03-01T14:22:58.577Z,"11 km E of Río Segundo, Costa Rica",earthquake,5.22,1.903,0.068,72,reviewed,us,us
2023-02-18T06:36:52.291Z,-27.9436,-176.8333,35,4.8,mb,39,69,1.615,1.14,us,us6000jpv9,2023-03-01T13:58:06.040Z,"Kermadec Islands region",earthquake,9.93,1.902,0.103,29,reviewed,us,us
2023-02-18T04:47:15.678Z,-2.8851,130.3161,20.65,4.9,mb,40,82,1.678,0.86,us,us6000jpuj,2023-03-10T03:36:28.040Z,"163 km ENE of Amahai, Indonesia",earthquake,6.52,5.096,0.087,42,reviewed,us,us
2023-02-18T03:16:40.751Z,-22.3653,-174.4452,10,5.4,mww,34,162,1.383,1.11,us,us6000jpu5,2023-03-10T03:34:52.891Z,"125 km SSE of ‘Ohonua, Tonga",earthquake,8.45,1.812,0.071,19,reviewed,us,us
2023-02-18T02:07:13.518Z,-20.1404,168.7234,10,4.9,mb,26,104,2.733,1.07,us,us6000jptt,2023-03-10T02:27:14.040Z,"88 km SW of Isangel, Vanuatu",earthquake,6.73,1.839,0.136,18,reviewed,us,us
2023-02-18T00:06:36.992Z,-60.3267,-24.326,10,4.5,mb,20,110,8.935,0.5,us,us6000jrd6,2023-03-07T02:20:41.040Z,"South Sandwich Islands region",earthquake,8.85,1.912,0.145,14,reviewed,us,us
2023-02-18T00:03:47.230Z,-8.1883,115.8294,8.399,4.6,mb,36,72,1.683,0.63,us,us6000jpt7,2023-02-26T06:01:46.825Z,"33 km NW of Gili Air, Indonesia",earthquake,6.74,3.224,0.128,18,reviewed,us,us
2023-02-17T22:54:48.355Z,-11.4539,118.2581,10,4.7,mb,31,67,2.653,0.67,us,us6000jpsx,2023-02-26T05:34:55.002Z,"296 km SW of Waingapu, Indonesia",earthquake,7.72,1.909,0.142,15,reviewed,us,us
2023-02-17T18:28:25.513Z,-7.4602,128.5957,111.377,4.7,mb,106,24,3.196,0.59,us,us6000jpr0,2023-03-10T22:35:40.040Z,"211 km NE of Lospalos, Timor Leste",earthquake,7.78,5.575,0.061,89,reviewed,us,us
2023-02-17T17:35:56.211Z,-4.6761,155.0676,491.821,4.7,mb,147,62,2.935,0.7,us,us6000jpqs,2023-03-10T17:33:20.040Z,"Bougainville region, Papua New Guinea",earthquake,9.3,6.029,0.047,144,reviewed,us,us
2023-02-17T11:38:21.985Z,48.2614,153.048,146.473,4.8,mb,93,135,5.681,0.65,us,us6000jpma,2023-03-04T08:30:48.040Z,"Kuril Islands",earthquake,9.95,6.546,0.027,441,reviewed,us,us
2023-02-17T09:37:34.868Z,-6.5986,132.0763,38.615,6.1,mww,119,51,2.988,0.76,us,us6000jpl7,2023-02-18T09:51:23.541Z,"130 km SW of Tual, Indonesia",earthquake,6.41,5.595,0.065,23,reviewed,us,us
2023-02-17T09:26:09.414Z,-5.619,35.221,10,4.9,mb,79,61,4.291,0.74,us,us6000jpl6,2023-02-17T12:47:41.234Z,"29 km N of Kintinku, Tanzania",earthquake,6.52,1.899,0.07,64,reviewed,us,us
2023-02-17T09:17:01.191Z,19.7544,-62.3561,10,4.5,mb,44,99,1.827,0.8,us,us6000jpks,2023-02-20T13:28:09.579Z,"185 km NNE of The Valley, Anguilla",earthquake,6.28,1.787,0.131,17,reviewed,us,us
2023-02-17T09:11:40.742Z,45.086,23.0675,10,4.5,mb,25,129,1.139,0.65,us,us6000jpju,2023-03-13T16:39:54.021Z,"3 km SSW of Valea Mare, Romania",earthquake,2.53,1.903,0.156,12,reviewed,us,us
2023-02-17T08:34:34.829Z,-7.5053,156.1154,35,4.7,mb,41,90,4.25,0.79,us,us6000jpjp,2023-03-01T06:33:40.040Z,"103 km NW of Gizo, Solomon Islands",earthquake,4.73,1.917,0.096,33,reviewed,us,us
2023-02-17T06:55:48.695Z,50.4404,-129.6706,10,4.6,mb,87,159,2.002,0.6,us,us6000jpja,2023-03-01T05:46:02.051Z,"Vancouver Island, Canada region",earthquake,8.69,1.919,0.053,107,reviewed,us,us
2023-02-17T06:47:13.643Z,-4.7483,152.2744,76.641,4.5,mb,27,152,0.564,0.9,us,us6000jrb5,2023-03-01T05:35:33.040Z,"44 km S of Kokopo, Papua New Guinea",earthquake,14.03,7.345,0.118,21,reviewed,us,us
2023-02-17T02:11:31.842Z,1.0243,-28.0775,10,5.3,mww,36,55,14.543,0.88,us,us6000jpib,2023-03-10T02:15:45.129Z,"central Mid-Atlantic Ridge",earthquake,10.6,1.839,0.06,27,reviewed,us,us
2023-02-17T01:54:23.951Z,12.3097,123.6697,10,4.6,mb,28,118,11.251,0.78,us,us6000jray,2023-02-24T22:27:03.040Z,"1 km W of Umabay, Philippines",earthquake,7.35,1.84,0.109,25,reviewed,us,us
2023-02-17T01:46:34.153Z,26.5417,128.689,29.797,5.2,mww,99,44,0.474,0.85,us,us6000jpi5,2023-03-10T01:55:30.970Z,"70 km E of Nago, Japan",earthquake,6.7,1.318,0.071,19,reviewed,us,us
2023-02-17T01:22:50.287Z,23.9454,121.4889,18.014,4.7,mb,34,93,0.247,0.92,us,us6000jpi1,2023-03-10T01:19:15.819Z,"Taiwan",earthquake,2.45,4.344,0.087,41,reviewed,us,us
2023-02-17T00:35:58.501Z,39.1868,40.1479,10,4.6,mwr,95,46,0.873,0.84,us,us6000jphu,2023-03-07T13:49:44.747Z,"8 km ESE of Yayladere, Turkey",earthquake,4.49,1.882,0.065,23,reviewed,us,us
2023-02-16T23:16:12.489Z,-5.6626,128.657,334.944,4.9,mb,93,36,1.681,0.55,us,us6000jpgt,2023-02-26T05:23:31.040Z,"Banda Sea",earthquake,8.17,5.921,0.056,100,reviewed,us,us
2023-02-16T22:19:01.256Z,6.2484,-74.4491,35,4.5,mb,7,92,1.075,0.32,us,us6000jr8y,2023-03-06T00:06:09.343Z,"27 km S of Puerto Berrío, Colombia",earthquake,5.43,2.006,0.151,13,reviewed,us,us
2023-02-16T21:38:49.376Z,12.3468,123.7743,10,4.5,mb,53,117,5.537,0.73,us,us6000jr93,2023-03-06T06:14:17.040Z,"Masbate region, Philippines",earthquake,9.54,1.874,0.088,38,reviewed,us,us
2023-02-16T20:56:36.461Z,-30.8487,-177.6481,10,4.8,mb,33,141,1.599,1.05,us,us6000jpfx,2023-02-27T14:45:30.040Z,"Kermadec Islands, New Zealand",earthquake,7.69,1.851,0.128,24,reviewed,us,us
2023-02-16T19:47:49.669Z,36.1722,35.7977,10,5.2,mww,145,59,1.472,0.89,us,us6000jpff,2023-02-24T18:45:21.749Z,"Central Turkey",earthquake,4.02,1.769,0.052,35,reviewed,us,us
2023-02-16T18:35:50.044Z,7.5763,-36.7815,10,4.6,mb,64,59,19.561,0.88,us,us6000jr8v,2023-02-24T18:31:16.040Z,"central Mid-Atlantic Ridge",earthquake,7.34,1.771,0.074,54,reviewed,us,us
